,log2fc_6mo,log2fc_12mo,log2fc_22mo,labels_hc
884.5394,-0.8886866062690445,-1.223299920367111,-0.5497036750992429,0
685.5149,0.35755424835833927,0.14302544290290445,1.0734930482791616,0
729.5485,-0.1393313118433169,-0.5044282517892259,0.8010319276946086,0
883.5340,-0.8872794879621548,-1.098485025521989,-0.5128652082144455,0
883.5327,-0.6547141583379608,-0.7678158982145739,-0.3880142941126398,0
838.5569,-0.4343621690774333,-0.8611521591661693,-0.27860374226922086,0
862.6049,-0.7038175382790746,-1.2831574769469178,0.04748225147691008,0
806.5424,-0.6993554526029613,-1.3886500727513693,-0.4311296058969167,0
752.5344,-0.02686334590704493,-0.29702353973473455,0.4169662117494579,0
729.5460,0.09105495153406747,-0.25265828772746257,0.7710960093475349,0
806.5432,-0.46572464802186275,-1.1597034695166886,-0.29016554025990915,0
839.5621,-0.08026904543977191,-0.6205255894495191,-0.22741877815009573,0
806.5428,-0.7087534165489865,-1.3911301474338775,-0.43495814884196804,0
837.5423,-0.6206817872567564,-0.8710533144144871,-0.6055306542086277,0
806.5389,-0.6240288924185746,-1.404865175002791,-0.4313316349082798,0
838.5573,-0.4287703182654548,-0.8717558369261517,-0.26885389797637294,0
752.5416,-0.0772190058852619,-0.3419419909754103,0.3698365409084838,0
884.5361,-0.5806065508782926,-0.8961004403837567,-0.45254601897365904,0
884.5361.1,-0.5806065508782926,-0.8961004403837567,-0.45254601897365904,0
883.5342,-0.8890825199006462,-1.0949919274519733,-0.5076765958727892,0
862.6048,-0.7085568845652751,-1.2932637505066553,0.04229548445231572,0
862.6077,-0.8765863287137878,-1.47450715222586,-0.009682703755386898,0
751.4966,0.5468337885431718,0.28657349779968944,0.6999645143086095,0
838.5575,-0.42630880566436674,-0.8789838532684389,-0.26743840528991153,0
729.5132,0.37694498228262246,-0.11232955376780597,0.840356268887252,0
882.5256,-0.4550283441895562,-0.6986955783157087,-0.20716312427365283,0
837.5421,-0.6176805232408082,-0.873733579931969,-0.6090667990692503,0
729.5494,0.022525788659488767,-0.26314553643614813,0.7456796608346365,0
791.5422,-0.45204277580631036,-0.14273937114358265,-0.7345474722187644,1
778.5600,-0.8581876737270856,-1.0404577024060309,-1.7455586171259205,1
600.5079,-1.1523581750622514,-0.9061499108429854,-1.6029889394077423,1
309.2797,0.4621021172416341,0.4044515651580772,0.049323953188239456,1
804.5742,-1.1241256831960105,-0.8038036350808916,-2.3484710747609663,1
175.0471,-0.1472911892706881,0.23396357302135318,-0.8901778292404284,1
281.2491,0.7478003577001647,0.7554551829124432,0.4095533156337527,1
744.5532,-0.9981139923756776,-0.7955860383936292,-1.4856552589451577,1
347.0429,-0.6128341245135881,-0.9329560998844614,-1.5282171881765447,1
281.2495,0.74782590874155,0.7565462161318844,0.40969453920209303,1
282.2526,0.7204613482755093,0.6819061423179531,0.2626990699215594,1
329.2451,2.2131397837819313,2.1393416775643384,0.571745577451426,1
602.5055,-1.2207101092402055,-1.0773633247350765,-1.8291987788909791,1
279.2330,1.1372825977855034,1.0099970387069368,0.3276149728966414,1
328.2358,1.9041316781693227,1.8354908015005456,0.4356761589683175,1
744.5529,-1.0007715876782024,-0.7984953247355753,-1.4905988564699715,1
768.5317,-1.3548840487256537,-1.1388996217267715,-2.3505431311303115,1
301.2172,2.2794752399248956,2.4730447615342235,0.8675096412635326,1
766.5361,-0.39593670419828936,-0.171199574918308,-0.5987403844926226,1
792.5456,-0.45802667730576524,-0.4139560986288164,-0.9117163257897304,1
805.5783,-1.2517951795033202,-1.0086016068199952,-2.2955292454307887,1
794.5461,-1.0781753117755453,-0.6505876985348914,-1.8748103414148967,1
804.5753,-1.2416956522151714,-0.9953414777959831,-2.249991814347858,1
794.5474,-1.067237181953929,-0.6654935014207972,-1.859583909932205,1
767.5395,-0.5960402785195469,-0.55831602717616,-0.8216129609860636,1
794.5472,-1.199707341642991,-0.923248806230719,-1.9599424255619706,1
601.5093,-1.1720240447589254,-1.0289010780539662,-1.766760415959034,1
768.5313,-1.3463266122750386,-1.136462766715674,-2.369580149944588,1
329.2455,2.2108700830541625,2.1380734119913916,0.5689385765285426,1
327.2329,1.8036670048528785,1.9166905038062632,0.6586719191458403,1
347.0423,-0.6097590635564545,-0.9313978981846335,-1.521586024877851,1
767.5394,-0.6020180225409414,-0.5619129923648308,-0.8231774862993146,1
328.2227,1.9956022226022436,1.9080537121927266,0.33780580657568415,1
305.2454,0.6308149721671311,0.565776017312589,0.06856823182962783,1
327.2166,1.8130299203273563,1.8711881348269936,0.6479845404302301,1
601.5084,-1.1969887242186052,-1.0311351508368591,-1.7713789272825702,1
301.2174,2.27942264489523,2.4729360037588544,0.8675213172623911,1
602.5082,-1.1387477686344765,-1.100855331771528,-1.8470715470032044,1
600.5060,-1.1513722007109666,-0.9141814931802394,-1.6279194298131106,1
791.5409,-0.4402712260987428,-0.15133264717429545,-0.7362261643401808,1
175.0424,-0.16667705545925848,0.2418729614134149,-0.8754505528962638,1
763.5094,-0.596113279675063,-0.41815763218020846,-1.1390843594601703,1
804.5758,-1.2326668140305885,-1.0024326171880793,-2.2380641465643283,1
305.2449,0.6330428434758965,0.5637397275071016,0.06814344644369692,1
794.5470,-1.0706980387561358,-0.6580499566695251,-1.8889655487272115,1
792.5430,-0.48546778269051877,-0.4516462855488458,-0.9163005163755396,1
744.5500,-0.7210535105077981,-0.5090300960134759,-1.1989412322898643,1
750.5383,-0.3996056048627718,-0.25719835418816295,-0.5281239988952978,1
279.2334,1.1367243896251542,1.00910957791832,0.3272791804965682,1
778.5598,-1.0142059883973373,-1.0487547085972546,-2.0766853162177212,1
327.2211,1.9501972773918752,1.9684909419646661,0.45671922651185654,1
328.2751,1.7350069087348075,1.5975509135619452,0.5289612022302521,1
600.5048,-1.1593247493784409,-0.9090171410457556,-1.620645606009246,1
805.5784,-1.2487058517673708,-1.0090049043598504,-2.276231268330088,1
253.2175,1.5596751081275642,1.430418043847644,0.22184488255725024,1
601.5117,-1.109154492240063,-1.051656867150561,-1.7824340561177874,1
764.5082,-0.37904463783340253,-0.06350250725924378,-0.772721378573443,1
303.2328.1,-0.03413905951870777,-0.0019280755548364886,-0.4309076790360052,1
804.5765,-1.2274693756563435,-0.9964827329377105,-2.2406873415057103,1
331.2636,1.453054206731872,1.3469848811640763,0.5140959566716492,1
279.2096,0.9213488017225974,0.7279375784752224,0.32075196652912696,1
763.5107,-0.5999495806270218,-0.41035642999984534,-1.1350769890484322,1
792.5235,-0.479706758764177,-0.41559681445335106,-0.9844334871584843,1
279.2104,0.9894714731379057,0.9067703077280546,0.34429558448651915,1
328.2757,1.6453647672383662,1.5065903220074917,0.6013820582515654,1
763.5109,-0.5967638170000367,-0.40675437473473486,-1.1286914048547307,1
791.5377,-0.31589812467689127,0.0013085054354809327,-0.6542548712491845,1
327.2236,1.8050866994680088,1.9162701026201006,0.6542671337514758,1
309.2800,0.32223220738307645,0.22493567713360804,0.08892471149322267,1
329.2450,2.213569313782533,2.139541554745064,0.5722324028720066,1
767.5411,-0.578688649471643,-0.5549257522416384,-0.8027472131560466,1
331.2639,1.4528900467510606,1.346108309133693,0.5124451542733452,1
327.2137,1.9096063027449397,1.9751902913613477,0.5072434764695373,1
328.2209,1.9134332629978008,1.7872771996897607,0.41863568556965036,1
699.4625,0.46266451203986486,1.0670506544467557,1.1688621749386614,2
835.5336,-0.62758831898205,-0.3745030657053841,-0.21176839993812321,2
776.5504,-0.38182950567146445,-0.26831520677278387,-0.18074953853310832,2
776.5526,-0.40835270443203153,-0.2561668081073592,-0.18945578569744348,2
748.5179.1,-0.3077826038530986,0.1908157796832264,0.10078840003129165,2
724.4694,0.29009760360951437,0.8527633142587593,1.212718929063061,2
700.4908,0.23156728504606527,0.5740161132899926,0.671840629293273,2
267.0738,-1.7204124589341503,-0.9752453285668009,-1.1173402275349318,2
723.4951,0.41501603269603304,0.9794978206942325,1.4186104881290982,2
748.5185,-0.5066552487359931,-0.10764856295894579,0.04558813203907823,2
750.5399,-0.6065007635912525,-0.4887246182707563,-0.5016229345417919,2
283.2649,-0.249230406183947,0.0858726864552218,0.0035087700115220915,2
721.4973,0.2536996311402793,0.6107836156033055,0.8301554386352099,2
726.5406,-0.2268572375643392,0.3386018683429905,0.5642011249043986,2
726.5419,-0.40387948412785357,0.1047652701753956,0.4934178191598104,2
267.0741,-1.7231745825889901,-0.9760024147592589,-1.1156572033413865,2
835.5336.1,-0.62758831898205,-0.3745030657053841,-0.21176839993812321,2
747.5109,-0.23339584898633747,0.2905786307046142,0.17882922722542507,2
786.5276,-0.4856085746259191,-0.2903702975698947,-0.2160846691402807,2
775.5454,-0.4471304377437851,-0.3387329232317489,-0.2605518485695806,2
255.2333,0.14035893777195413,0.36290461016842246,0.27540893760451574,2
773.5322,-0.23878294269404937,-0.01475645009248185,0.12292003969795134,2
834.5276,-0.3242146364197121,0.024661321815123715,-0.10458958223009288,2
773.5332,-0.22785110846497297,0.0032779647354743034,0.13096935342173938,2
748.5179,-0.3077826038530986,0.1908157796832264,0.10078840003129165,2
749.5209,-0.18449540202933679,0.11367252539435774,0.3092380602858716,2
836.5352,-0.4378933900296024,-0.35562716613277306,-0.32564315498765306,2
721.4966,0.24217753364571162,0.6087566238631871,0.833721317006184,2
834.5315,-0.43925576582711273,-0.15364555879103178,-0.05818697768355907,2
306.0762,-1.0732843275828587,0.21738747196271813,-0.25072964081760607,2
835.5316,-0.6049043584132511,-0.38016984375761675,-0.2114458223428654,2
749.5227,-0.1975677431230737,0.12816813489942858,0.30903631809266674,2
284.2680,-0.24861694518789124,-0.08525012445163331,-0.12410336635135893,2
747.5125,-0.3990426342037658,0.022049826324356002,0.15432401609705798,2
695.4281,0.18093808378672724,1.0206639605970547,1.6144062696980912,2
775.5443,-0.4448410961644621,-0.3259254612114969,-0.2790781367884664,2
834.5289,-0.4470450223945101,-0.16666158982718926,-0.0806177417104585,2
726.5410,-0.22500151817067165,0.3319785156164843,0.5756955812419137,2
748.5162,-0.30229764282085353,0.17956466002079435,0.08154777740019035,2
284.2681,-0.2480345071037153,-0.0842990141390846,-0.12468885913809666,2
695.4262,0.3001501784846565,1.1495193529023862,1.4404863273527475,2
749.4791,0.17712544275451736,0.44363056237135395,0.4196117594286065,2
834.5302,-0.44214732741294366,-0.16511178215159905,-0.06435598887684106,2
721.4932,0.31444595913231776,0.8006033609697684,1.0523036948029878,2
721.4925,0.22620171385834748,0.6646155969557935,0.8537467753392978,2
775.5421,-0.43923494106327043,-0.3237075233185534,-0.2818899621071411,2
786.5269,-0.48338655555518356,-0.28298176085883525,-0.2187308484495241,2
283.2645,-0.2485810698533643,0.08565819465212796,0.003674617928888347,2
304.2809,0.7669262920588695,1.6592832503673176,1.337465846298758,2
866.5125,-0.1491581266711111,0.23339317201734958,0.07532297202464733,2
747.5095,-0.23363543622093175,0.28816932343722035,0.17926570885692628,2
299.9460,5.7474426210265355,-5.34984929618379,-5.631574504023867,3
303.4109,-0.2741025615956319,-0.67311987753413,-0.8523094017608117,3
818.5343,0.14964058995911864,-0.44269316763650285,-0.44217563537649496,3
769.5020.1,-0.5373404819944821,-0.906269788927779,-0.9438093917315122,3
798.5366,-0.6263672890863275,-1.0896104831351652,-0.9802225953482752,3
778.5674,-0.2886636534749332,-0.7267075369806675,-0.6386658585582526,3
778.5695,-0.2693507614562643,-0.7141003806246564,-0.6292784351116221,3
798.5340,-0.44439038497876243,-0.8896623470189302,-0.9711780616090349,3
769.5038,-0.6913402645586714,-1.1506197001856868,-0.9853161776955757,3
798.5365,-0.6265550865810536,-1.1079240615303136,-0.9850210837848185,3
794.5471,-0.2376507404591901,-0.6551201964705411,-0.8402912521799915,3
336.0543,4.175682310290269,-2.63792157396379,-3.5918017596026055,3
769.5020,-0.5373404819944821,-0.906269788927779,-0.9438093917315122,3
778.5666,-0.28676435244774157,-0.7169704549625598,-0.7843964950480284,3
794.5557,-0.24541894988337207,-0.6734647147747707,-0.8341006881013029,3
798.5353,-0.6115841615287162,-1.1179175789416504,-0.9962273650564246,3
769.4825,-0.6013976247507664,-0.9186927395984937,-1.116284297395494,3
818.5341,0.145406331636897,-0.4478635049045234,-0.4412174217223758,3
818.5353,0.1563462126270455,-0.41401230977981895,-0.4478418691021197,3
769.5037,-0.6917401015013895,-1.154645831365758,-0.9887938162259329,3
837.5403,-0.3804507526444623,-0.61110366794266,-0.5103810895050662,3
797.5317,-0.5780768030961161,-0.9072006341139031,-0.74856459332321,3
336.0777,3.6751947173011508,-2.0344917237713935,-3.1173026186819537,3
797.5324,-0.5771185632310415,-0.8897014775610782,-0.7502557326197863,3
327.2729,2.5090371609587723,1.490350477767896,1.0823837266057712,3
818.5342,0.1513546642588768,-0.44511043369881365,-0.44685619599570503,3
722.5046,-0.5886399105415492,0.018122454806540237,-0.40914635328341104,4
256.2364,0.15152437026073026,0.21744641877281376,0.13642869971771143,4
327.2744,1.091839035167457,1.7650409662672704,1.0382962104664104,4
304.2365,-0.05349858682879056,0.2986820186267348,-0.041298978026734885,4
762.5084,-0.7069820711741024,-0.2751829522375426,-0.9873414041477968,4
722.5089,-0.5729114277876759,0.0160669990104723,-0.38536806599321577,4
776.5494,-0.19056832657833306,-0.04832214185321226,-0.1711565319632335,4
762.5067,-0.7131687810793533,-0.28765690950832873,-0.998351205123992,4
865.5060,0.041096050425719594,0.7260302701634316,0.29596182182788094,4
174.0577,-0.381436556051105,0.050460755424802224,-0.22626588464345848,4
774.5427,-0.4137073699294442,-0.18627750329805384,-0.44134042195042833,4
772.5454,-0.20146721897163883,0.11476283066182437,-0.3404337826552137,4
764.5203,-0.561268758851466,-0.18676170808488046,-0.7121029136309401,4
772.5261,-0.2930613529820806,0.05767678894726868,-0.3347632611738109,4
346.0550,-0.3073071644437381,0.26973231430721517,-0.26747318282110644,4
764.5194,-0.5554946733392198,-0.17352239297737762,-0.6991560322191253,4
762.5073,-0.7118541781052923,-0.280866227749694,-0.9914244683567044,4
766.5388,-0.5852505303093154,-0.4165384535792213,-0.621701150106359,4
790.5429,-0.31575613205177033,0.135788334017758,-0.32336675254412156,4
790.5396,-0.5050972594902764,-0.07211600477733851,-0.5313877858351916,4
746.5107,-0.3763174325607387,0.4247381389464902,-0.390746220488832,4
772.5316,-0.5105082725897339,-0.13344298340229638,-0.3673353447711576,4
772.5276,-0.4692160024631884,-0.13512958561671298,-0.366215489550008,4
124.0071,-1.1396181810899066,-0.385883240841543,-1.4826276019643934,4
746.5154,-0.374498343346915,0.42779497481620476,-0.38085013112615435,4
746.5150,-0.613149138055517,0.1365348899599405,-0.447012360490732,4
552.2712,-0.21106928976019934,0.5830239706690628,-0.34078970835094585,4
772.5302,-0.5051644572951723,-0.12698782430841898,-0.3720429158453306,4
766.5374,-0.582266896112953,-0.40936151475794735,-0.6129730881542144,4
281.2953,0.5404992135982151,1.464287413104198,0.8200575122023039,4
766.5366,-0.5862102687199062,-0.4074737599819811,-0.6145410505653641,4
866.5065,-0.06265861248349196,0.4426783901066911,0.00762015819670428,4
174.0408,-0.11563398762266311,0.4795290432062188,-0.27187614479659505,4
865.5038,0.015013654479486353,0.7468806166877374,0.2691165319419182,4
764.5184,-0.5619119536873389,-0.18110056891318455,-0.7049142612409703,4
762.5069,-0.7131687810793533,-0.28497626450771263,-0.9927390713307652,4
774.5426,-0.4137073699294442,-0.18720074923433855,-0.44134042195042833,4
303.2291,0.02137108808140353,0.4676433635286813,0.09851326685955264,4
834.5550,-0.2984428889521725,0.04592703383685839,-0.17211325740221345,4
750.5397,-0.41598870124099063,-0.260782538686429,-0.5274939303929814,4
145.0612,-1.1024977483202174,-0.4709686561221852,-1.4998668162229114,4
506.2932,-0.44078970520752114,0.12323164426154866,-0.41708176954455645,4
774.5401,-0.41604465401013113,-0.18636602286634638,-0.4447614772858481,4
303.2795,0.3946899510475224,0.8476044557657305,0.5172657433313991,4
835.5614,-0.3256554144539612,0.25850347805840335,-0.1565230633749296,4
865.5027,0.0017032456983580421,0.7568443035170455,0.2727148423396992,4
346.0547,-0.3084398130307567,0.2703575278587006,-0.26938728225005354,4
552.2717,-0.21208848192748356,0.5843071657293999,-0.3436286580884403,4
790.5375,-0.5124705392177328,-0.055330578351556775,-0.544662780285831,4
303.2302,0.02135567632637346,0.46768373655998924,0.09870467937322853,4
748.4763,0.15498017854751195,0.7178046439819992,0.3595120937451621,4
866.5098,-0.0020025050240557456,0.4805442922851225,0.11170139825320799,4
506.2899,-0.42349821888768385,0.12055084826777233,-0.442819524241294,4
303.2773,0.513413178385208,1.4208417069184451,0.47820606068289523,4
303.2328,0.02122033777716739,0.46832449992269926,0.1002572096705467,4
764.5199,-0.5600530998965164,-0.17509378542671758,-0.7090377571802863,4
701.5111,0.33393082638719135,0.5726355633015676,1.564208702616773,5
725.5068,0.5435041042655512,0.6049259581073924,1.2558034957463227,5
683.5007,0.4364983847767838,0.6485395129415265,1.5401368635070158,5
696.4663,0.6157775512535468,0.903200412155713,1.5891248217217713,5
886.5555,-1.0613635992276231,-0.9502614557268094,-0.2593655317393552,5
695.4318,0.6125750773015962,0.9081859085295138,1.4794285620977194,5
673.4758,0.5458056111522495,0.9669472522180586,1.6373285484538924,5
727.5335.1,-0.05500804413937677,0.12932024427173502,0.8605874633833185,5
885.5519,-0.9225887152899244,-0.7234152704532325,-0.10458073829309536,5
702.4857,0.5978695775691584,0.47608135582756944,1.2308042899074854,5
699.4580,0.5136501513539986,0.6517517912003007,1.1459541740437824,5
699.4949,0.49891767053124775,0.8191967387375896,1.4220549564521223,5
887.5600,-1.1246496423165433,-1.2712094007196904,-0.45435057372874554,5
700.5101,0.06441788710456268,0.2673551136016891,0.8895889258212799,5
695.4635,0.5666048996901325,1.1304902302579165,1.782652976319656,5
696.4636,0.584462645626043,0.8803568582424166,1.566013876454915,5
754.5710,-0.30489785803430874,-0.1853489833166106,0.34019015703874517,5
724.4932,0.4320058219031729,0.8397497499544635,1.3480449355686268,5
891.6357,-1.1470317971658113,-1.310421537844224,0.20399048328491073,5
888.6245,-0.7390283448766947,-0.17303239894428646,1.11328946540087,5
773.5321,-0.43914159415861465,-0.3102160982995294,0.00048230297462550334,5
696.4677,0.6353976304686879,0.8923088790885136,1.5693541212895117,5
892.6272,-1.2280123079794931,-1.2838981886008338,0.577875939567052,5
810.5282,-0.3698490303878542,-0.07430836057851525,0.5191232339855348,5
683.5000,0.4381869750369158,0.6659866855568698,1.5444836769713417,5
878.6034,-1.0041333627493965,-0.9992816680131456,0.5576014488419992,5
727.5385,-0.06222464517509215,0.13482986682000506,0.8584160701590873,5
728.5511,-0.2849041856518532,-0.26308074785057456,0.15767987721071106,5
702.5150,0.3444349064431988,0.4157660133973422,1.4784054982560613,5
725.5101,0.3426745141552316,0.3563557349264602,1.312888300729923,5
683.4808,0.3866232310507372,0.5809817325182627,1.4710106372326663,5
702.5128,0.35008100435879236,0.4397340673639487,1.4782060757716085,5
754.5729,-0.2898228962791172,-0.16045254571399986,0.36138367483455225,5
889.6260,-0.7696701709844744,-0.27674269568512466,1.1010940238137932,5
904.6193,-0.9571476436539595,-0.5301212074380766,1.131890866218956,5
857.5205,-0.9069045251296332,-0.6915704936016609,-0.1139155822650107,5
700.5089,0.07845680786747732,0.23573418744417116,0.8748084836238877,5
811.5315,-0.20611385098400486,-0.22932274809606967,0.47066749098026217,5
788.5448,-0.5629592700283382,-0.2354413736843034,0.6003537274787928,5
906.6305,-1.1971760454197082,-1.2814945918355145,0.5243273450002278,5
836.5353,-0.6440962717724498,-0.6192037478845694,-0.3778624642555914,5
700.5087,0.048768360878602104,0.24218213465372973,0.4694039043254141,5
878.6051,-0.971147790017963,-1.0538060740862585,0.5592895997629448,5
723.4990,0.3019353438549442,0.7912365569573617,1.5178596395665842,5
751.5354,-0.20861324672019999,-0.41852818808462183,0.725997208867647,5
811.5327,-0.2196751605438114,-0.23861231931320667,0.46095369709497946,5
700.4909,0.2922194252446802,0.5663760401404766,0.9045050826162634,5
751.5336,-0.08561061539940311,-0.16094140212605237,0.5496038526850853,5
727.5335,-0.05500804413937677,0.12932024427173502,0.8605874633833185,5
674.4731,0.5544672023565682,0.7991648189309623,1.5326899494475952,5
889.6281,-1.0327997606282575,-0.6269739387464486,0.9349239143870676,5
890.6331,-1.0275104959063923,-0.8952742524992394,0.6212108012373709,5
699.4951,0.4984222594141692,0.8156457057196508,1.425688143375921,5
891.6346,-1.1527693724713282,-1.2803235818809835,0.22906207142066806,5
887.5582,-0.9104939860684939,-0.9088825243779561,-0.33236338037398866,5
673.4694,0.33894154746590205,0.6944545125760505,1.6746917607880218,5
674.4833,0.39591821381274894,0.5606129341352774,1.567537950536907,5
673.4799,0.37052416019181894,0.7097778173740934,1.6731668550081868,5
789.5474,-0.5548135065273363,-0.37963320625639685,0.5510277368485446,5
728.5500,-0.28490301721218,-0.26112086564116166,0.15249013588602525,5
749.5172,-0.29220384227751445,-0.12433708091804554,0.42598340845725136,5
683.4949,0.4683731753837467,0.6054025034889005,1.5009520063574477,5
858.5229,-0.8846285909148243,-0.7552708604899293,-0.14204558088764252,5
857.5178,-0.9372063295141368,-0.6663885441171158,-0.13730113062067442,5
696.4669,0.6356927034948167,0.9105791832422891,1.5848179489811822,5
788.5443,-0.5656069941996913,-0.24343506249544866,0.5981558260763773,5
905.6227,-0.7606973334554185,-0.5425148892114138,1.088730033400687,5
878.6064,-1.1768476661065836,-1.4347064092076518,0.403163393567162,5
857.5198,-0.9044216740403743,-0.691988959767113,-0.11864049446739988,5
673.4804,0.36934877335446353,0.7090617437336265,1.6719882004655382,5
836.5377,-0.6208738021289042,-0.6134136990148564,-0.3295028933699574,5
906.6334,-1.3114020611272266,-1.445965653882895,0.4039923403587378,5
728.5524,-0.2790414296775367,-0.26716758846461225,0.14432123518877285,5
892.6282,-1.0218504746524246,-1.120373387708454,0.5998409283066759,5
724.5005,0.44258738631797906,0.8443554431490315,1.3348855304137426,5
721.4780,0.44442903162521,0.8346504152012177,1.237266271259232,5
723.4623,0.7909269727280656,1.0045456644416857,1.3988598127857,5
787.5304,-0.41295460403673934,-0.42784443577737946,-0.30483562685059823,5
890.6309,-0.9071672093721919,-0.7403190271478662,0.6590855319623673,5
725.5073,0.5321094299612709,0.5997677094336673,1.253042065220533,5
906.6336,-1.309949744009599,-1.4377614794174849,0.4147452931655374,5
788.5429,-0.27645966393392435,0.12426189651235095,0.789748042540998,5
786.5299,-0.7462013868317072,-0.7027609941132232,-0.3844187755415828,5
727.5334,-0.19163488927520356,-0.1496918207063114,0.9178201812993425,5
726.4968,0.1963898269933083,0.2895284940545623,0.6364400387828267,5
891.6340,-0.9936030260485385,-1.0884044535093391,0.3277153406820278,5
904.6215,-0.9003959049787102,-0.5048680656838396,1.150390686887603,5
701.4814,0.5702049275458446,0.7127565464230968,1.272058194091221,5
751.5388,-0.00528351898208308,-0.01879465488940149,0.270487678510747,5
723.4991,0.3018248901259946,0.7891572524344206,1.5186116901580395,5
701.5121,0.3407875974984392,0.5745437031547858,1.5521960522337104,5
749.5189,-0.2972661082167276,-0.12017354040867748,0.4310247424762779,5
754.5724,-0.2927239030697182,-0.16696268126669345,0.35610232172734074,5
890.6320,-1.045516962976059,-0.8989579560771066,0.6233086442061805,5
674.4849,0.3718208355191065,0.5775633174582044,1.5781552863904202,5
892.6296,-0.9871064053750191,-1.1166290601301305,0.6078435054279646,5
674.4709,0.5722462140727174,0.7710102235471712,1.519063108119016,5
889.6266,-0.7853111148516623,-0.28432462682150533,1.0942120148282888,5
702.4774,0.4386808616262255,0.7144316345519705,1.2640936222893022,5
699.4968,0.49363876187032585,0.7928317865363416,1.4207402293504927,5
695.4645,0.5897952888812436,1.1411786771595547,1.7679538601434046,5
888.6234,-0.7297568753970334,-0.1679899205546149,1.1155624721845099,5
810.5292,-0.36997140542735657,-0.06920073131541536,0.5222557933582874,5
700.5110,0.04391086672094859,0.31864993456137913,0.6927090744741126,5
773.5358,-0.43576060652165843,-0.2986705696986922,0.007600879024828156,5
811.5321,-0.21649135954508095,-0.22996421870952277,0.46572115010930215,5
723.4972,0.32830164339399537,0.8021048156598598,1.5256919610905841,5
886.5543,-0.8143226873881172,-0.6218826758892493,-0.13677058464181727,5
885.5513,-0.9123068345218254,-0.7257990997991282,-0.1034176203676603,5
886.5565,-1.0554154039546815,-0.9588496747897028,-0.2626231712714068,5
702.5179,0.3604690770658079,0.4222389133959699,1.4972399240025844,5
724.5035,0.36404770112586216,0.6502817680761079,1.4486576782766023,5
858.5206,-0.5856485492408261,-0.4647066984712848,-0.07315106978427945,5
789.5480,-0.5549381784532929,-0.37947960922489404,0.5457625126959806,5
673.4666,0.5512757799350544,0.9727546957123439,1.6301079565094827,5
885.5498,-0.6780432145349655,-0.44418923800965027,-0.034231397695167504,5
789.5463,-0.2621738711998311,0.008374215193852761,0.7539449137502607,5
892.6287,-1.1954915589494834,-1.303560330960503,0.5791759966753888,5
701.5146,0.32548837404913994,0.574294939805128,1.5566247679254044,5
695.4633,0.5661735547561161,1.13517626212363,1.7880527932801988,5
905.6254,-0.8083110889540616,-0.48909060201873256,1.1297938440500515,5
723.4531,0.5614258453454233,0.9318711277181503,1.365648289510287,5
699.4911,0.6493168863897566,0.9821048733976124,1.3588779102985786,5
700.5164,0.05336908687821101,0.2581762721242042,0.7054919133062952,5
836.5371,-0.630795406271194,-0.6339170398307916,-0.347717018514965,5
674.4805,0.5458833155563286,0.8088879970931088,1.5337149349933752,5
810.5298,-0.3685380138122978,-0.07095851653642508,0.5151309919372222,5
858.5237,-0.9291877829203475,-0.7750061977684022,-0.16933808285782034,5
878.6012,-0.9203638778544411,-0.9332255514220923,0.6131266741667851,5
